route_id,route_name,mode,operator,start_stop,end_stop,stops_count,stops_list,distance_km_est,total_travel_time_min,dwell_time_total_min,avg_speed_kmh_est,frequency_min,service_start,service_end,trips_per_day_est,geometry_wkt,source
R0380,CABLE La Castellana — Parque93,cable,Consorcio Zonal,La Castellana,Parque93,19,La Castellana;Soacha;El Tintal;Modelo;Suba;GranEstación;Cedritos;Marly;Fontibón;Quirigua;La Candelaria;ColinaCampestre;PlazaBolívar;Teusaquillo;San Victorino;Portal Sur;Engativá;Salitre;Parque93,14.18,53,15,16.06,5,05:43:00,22:15:00,198,LINESTRING(...),synthetic_generated_by_chatgpt
R0381,ALIMENTADOR La Castellana — Avenida19,alimentador,Operador A,La Castellana,Avenida19,17,La Castellana;Tunal;Salitre;SimónBolívar;Quirigua;Kennedy;Modelo;Teusaquillo;Marly;Parque93;Chapinero;Chía;Usaquén;ColinaCampestre;Acueducto;Monserrate;Avenida19,17.69,67,10,15.84,15,06:50:00,22:01:00,60,LINESTRING(...),synthetic_generated_by_chatgpt
R0382,TRANSMILENIO_TRONCAL Portal Sur — Modelo,transmilenio_troncal,Consorcio Zonal,Portal Sur,Modelo,19,Portal Sur;Engativá;San Victorino;Venecia;Teusaquillo;Avenida39;Restrepo;Usme;La Castellana;Museo;Monserrate;La Candelaria;PlazaBolívar;Usaquén;NQS;Bosa;Chía;Salitre;Modelo,13.52,48,11,16.9,15,05:24:00,20:41:00,61,LINESTRING(...),synthetic_generated_by_chatgpt
R0383,CABLE La Castellana — Avenida39,cable,Operador A,La Castellana,Avenida39,8,La Castellana;Usaquén;Soacha;Teusaquillo;Portal Sur;GranEstación;Tunal;Avenida39,8.48,42,6,12.11,30,06:44:00,21:11:00,28,LINESTRING(...),synthetic_generated_by_chatgpt
R0384,ALIMENTADOR NQS — PlazaBolívar,alimentador,Consorcio Zonal,NQS,PlazaBolívar,10,NQS;Venecia;Marly;La Castellana;ColinaCampestre;Usaquén;Kennedy;La Candelaria;CiudadBolívar;PlazaBolívar,7.77,30,7,15.55,12,06:16:00,22:48:00,82,LINESTRING(...),synthetic_generated_by_chatgpt
R0385,CABLE La Castellana — Parque93,cable,Transmilenio S.A.,La Castellana,Parque93,20,La Castellana;ZonaFranc;PlazaBolívar;Fontibón;Centro;Soacha;Chapinero;GranEstación;Suba;Avenida19;Modelo;Alquería;Restrepo;Marsella;Portal Sur;Teusaquillo;Salitre;Usaquén;La Candelaria;Parque93,14.67,54,14,16.3,12,06:35:00,23:27:00,84,LINESTRING(...),synthetic_generated_by_chatgpt
R0386,TRANSMILENIO_TRONCAL Alquería — Avenida19,transmilenio_troncal,Operador A,Alquería,Avenida19,20,Alquería;La Castellana;La Candelaria;ColinaCampestre;Fontibón;ZonaFranc;NQS;Av.Calle26;SanAndresito;Museo;Tunal;Venecia;Soacha;Usaquén;Portal Sur;Chía;PortalNorte;Acueducto;Usme;Avenida19,22.33,86,19,15.58,10,06:03:00,22:10:00,96,LINESTRING(...),synthetic_generated_by_chatgpt
R0387,TRANSMILENIO_TRONCAL Engativá — Parque93,transmilenio_troncal,Consorcio Zonal,Engativá,Parque93,18,Engativá;Quirigua;Chía;San Victorino;Teusaquillo;Venecia;Suba;Chapinero;Marly;Galerías;PortalNorte;Calle80;Museo;Usaquén;Bosa;SanAndresito;El Tintal;Parque93,15.34,65,15,14.16,5,06:59:00,21:56:00,179,LINESTRING(...),synthetic_generated_by_chatgpt
R0388,SITP_COMPLEMENTARIA La Castellana — Marly,sitp_complementaria,Operador A,La Castellana,Marly,19,La Castellana;Fontibón;Chapinero;Restrepo;Suba;Monserrate;Cedritos;Venecia;Usaquén;Usme;Centro;El Tintal;GranEstación;Alquería;ColinaCampestre;Avenida39;CiudadBolívar;Teusaquillo;Marly,15.37,62,14,14.87,12,05:14:00,21:13:00,79,LINESTRING(...),synthetic_generated_by_chatgpt
R0389,CABLE Monserrate — CiudadBolívar,cable,Empresa SITP,Monserrate,CiudadBolívar,16,Monserrate;PlazaBolívar;GranEstación;Usaquén;El Tintal;Marsella;Av.Calle26;NQS;Centro;La Candelaria;Fontibón;Galerías;Quirigua;Engativá;Usme;CiudadBolívar,14.5,47,12,18.51,30,04:23:00,20:31:00,32,LINESTRING(...),synthetic_generated_by_chatgpt
R0390,TRANSMILENIO_TRONCAL La Candelaria — Suba,transmilenio_troncal,Operador B,La Candelaria,Suba,5,La Candelaria;Alquería;Centro;Avenida39;Suba,4.07,16,3,15.28,12,05:27:00,23:43:00,91,LINESTRING(...),synthetic_generated_by_chatgpt
R0391,CABLE Marsella — SimónBolívar,cable,Operador B,Marsella,SimónBolívar,8,Marsella;PortalNorte;La Candelaria;NQS;Kennedy;SanAndresito;Centro;SimónBolívar,7.76,28,4,16.63,5,05:41:00,22:47:00,205,LINESTRING(...),synthetic_generated_by_chatgpt
R0392,SITP_URBAN Kennedy — NQS,sitp_urban,Operador B,Kennedy,NQS,8,Kennedy;Bosa;PlazaBolívar;Marsella;Quirigua;ZonaFranc;La Candelaria;NQS,8.93,30,6,17.87,30,06:02:00,23:36:00,35,LINESTRING(...),synthetic_generated_by_chatgpt
R0393,TRANSMILENIO_TRONCAL Bosa — ZonaFranc,transmilenio_troncal,Consorcio Zonal,Bosa,ZonaFranc,14,Bosa;Cedritos;GranEstación;Chía;LasAguas;Soacha;Restrepo;La Castellana;Museo;NQS;Usaquén;Fontibón;La Candelaria;ZonaFranc,14.68,63,11,13.98,5,04:34:00,23:28:00,226,LINESTRING(...),synthetic_generated_by_chatgpt
R0394,ALIMENTADOR PlazaBolívar — La Candelaria,alimentador,Operador B,PlazaBolívar,La Candelaria,15,PlazaBolívar;El Tintal;Avenida39;Cedritos;NQS;ZonaFranc;Restrepo;LasAguas;Soacha;Museo;Galerías;Marly;Usaquén;Chapinero;La Candelaria,17.23,61,5,16.95,12,04:17:00,23:47:00,97,LINESTRING(...),synthetic_generated_by_chatgpt
R0395,SITP_URBAN Portal Sur — Soacha,sitp_urban,Consorcio Zonal,Portal Sur,Soacha,8,Portal Sur;LasAguas;NQS;Avenida39;Chapinero;Kennedy;Alquería;Soacha,7.22,27,2,16.04,7,06:19:00,23:47:00,149,LINESTRING(...),synthetic_generated_by_chatgpt
R0396,TRANSMILENIO_TRONCAL SanAndresito — Marsella,transmilenio_troncal,Consorcio Zonal,SanAndresito,Marsella,13,SanAndresito;Bosa;La Castellana;El Tintal;Acueducto;San Victorino;Parque93;PlazaBolívar;Monserrate;Portal Sur;Soacha;Salitre;Marsella,12.39,49,7,15.17,30,05:00:00,22:47:00,35,LINESTRING(...),synthetic_generated_by_chatgpt
R0397,ALIMENTADOR La Candelaria — CiudadBolívar,alimentador,Consorcio Zonal,La Candelaria,CiudadBolívar,9,La Candelaria;Fontibón;Venecia;Calle80;ColinaCampestre;Quirigua;PortalNorte;Restrepo;CiudadBolívar,9.19,34,4,16.22,12,05:59:00,20:23:00,72,LINESTRING(...),synthetic_generated_by_chatgpt
R0398,TRANSMILENIO_TRONCAL Av.Calle26 — Portal Sur,transmilenio_troncal,Empresa SITP,Av.Calle26,Portal Sur,10,Av.Calle26;Acueducto;Engativá;El Tintal;Avenida19;Modelo;La Candelaria;Venecia;Kennedy;Portal Sur,7.8,20,3,23.39,5,06:25:00,21:07:00,176,LINESTRING(...),synthetic_generated_by_chatgpt
R0399,SITP_URBAN Acueducto — Calle80,sitp_urban,Transmilenio S.A.,Acueducto,Calle80,11,Acueducto;Usaquén;Marsella;Portal Sur;SanAndresito;LasAguas;La Castellana;PortalNorte;Parque93;Usme;Calle80,12.8,42,6,18.29,5,05:45:00,21:04:00,183,LINESTRING(...),synthetic_generated_by_chatgpt
R0400,CABLE La Castellana — Museo,cable,Transmilenio S.A.,La Castellana,Museo,16,La Castellana;LasAguas;Acueducto;Engativá;Alquería;Bosa;San Victorino;Soacha;Avenida19;Av.Calle26;CiudadBolívar;ZonaFranc;PortalNorte;Chía;Centro;Museo,18.47,66,12,16.79,15,04:46:00,23:57:00,76,LINESTRING(...),synthetic_generated_by_chatgpt
R0401,TRANSMILENIO_TRONCAL Av.Calle26 — ColinaCampestre,transmilenio_troncal,Transmilenio S.A.,Av.Calle26,ColinaCampestre,17,Av.Calle26;CiudadBolívar;Parque93;SimónBolívar;Bosa;Centro;NQS;Usme;Tunal;Modelo;SanAndresito;Salitre;La Castellana;ZonaFranc;Marsella;Suba;ColinaCampestre,16.5,51,5,19.42,12,05:54:00,23:34:00,88,LINESTRING(...),synthetic_generated_by_chatgpt
R0402,ALIMENTADOR SanAndresito — Chía,alimentador,Consorcio Zonal,SanAndresito,Chía,6,SanAndresito;PortalNorte;Modelo;SimónBolívar;San Victorino;Chía,6.38,17,3,22.53,15,04:44:00,20:52:00,64,LINESTRING(...),synthetic_generated_by_chatgpt
R0403,SITP_COMPLEMENTARIA Chapinero — Acueducto,sitp_complementaria,Operador B,Chapinero,Acueducto,14,Chapinero;Portal Sur;Salitre;Tunal;NQS;San Victorino;Modelo;LasAguas;Av.Calle26;Galerías;Centro;Chía;El Tintal;Acueducto,13.19,47,7,16.83,20,04:07:00,20:37:00,49,LINESTRING(...),synthetic_generated_by_chatgpt
R0404,ALIMENTADOR Marsella — San Victorino,alimentador,Operador B,Marsella,San Victorino,12,Marsella;El Tintal;La Castellana;Cedritos;Quirigua;PlazaBolívar;Kennedy;Teusaquillo;Avenida39;Suba;Av.Calle26;San Victorino,10.93,36,7,18.21,7,05:23:00,21:31:00,138,LINESTRING(...),synthetic_generated_by_chatgpt
R0405,SITP_COMPLEMENTARIA Museo — Avenida39,sitp_complementaria,Consorcio Zonal,Museo,Avenida39,17,Museo;Alquería;Marsella;Parque93;Engativá;PortalNorte;Salitre;Avenida19;Centro;Suba;Cedritos;Usaquén;El Tintal;Modelo;ColinaCampestre;LasAguas;Avenida39,20.15,70,12,17.27,20,06:05:00,22:34:00,49,LINESTRING(...),synthetic_generated_by_chatgpt
R0406,TRANSMILENIO_TRONCAL Engativá — La Candelaria,transmilenio_troncal,Transmilenio S.A.,Engativá,La Candelaria,10,Engativá;Teusaquillo;La Castellana;Avenida39;Av.Calle26;Museo;Modelo;Avenida19;Bosa;La Candelaria,11.33,32,3,21.25,7,06:04:00,22:20:00,139,LINESTRING(...),synthetic_generated_by_chatgpt
R0407,SITP_COMPLEMENTARIA Usme — Cedritos,sitp_complementaria,Operador B,Usme,Cedritos,18,Usme;Acueducto;La Castellana;Teusaquillo;PlazaBolívar;Avenida39;Engativá;ColinaCampestre;NQS;Modelo;Galerías;Museo;Bosa;CiudadBolívar;Venecia;Marsella;Av.Calle26;Cedritos,19.05,69,8,16.56,5,05:05:00,20:04:00,179,LINESTRING(...),synthetic_generated_by_chatgpt
R0408,TRANSMILENIO_TRONCAL Museo — San Victorino,transmilenio_troncal,Consorcio Zonal,Museo,San Victorino,12,Museo;Portal Sur;Restrepo;Soacha;Bosa;Usme;Cedritos;CiudadBolívar;ZonaFranc;Engativá;Tunal;San Victorino,12.47,42,5,17.81,7,04:04:00,22:02:00,154,LINESTRING(...),synthetic_generated_by_chatgpt
R0409,SITP_COMPLEMENTARIA Fontibón — Teusaquillo,sitp_complementaria,Consorcio Zonal,Fontibón,Teusaquillo,9,Fontibón;Cedritos;Modelo;NQS;Kennedy;Centro;SimónBolívar;Alquería;Teusaquillo,7.83,45,8,10.44,20,05:59:00,21:33:00,46,LINESTRING(...),synthetic_generated_by_chatgpt
R0410,ALIMENTADOR El Tintal — Fontibón,alimentador,Operador B,El Tintal,Fontibón,8,El Tintal;Chapinero;ZonaFranc;Soacha;Modelo;Teusaquillo;PlazaBolívar;Fontibón,7.88,34,7,13.9,7,05:59:00,23:47:00,152,LINESTRING(...),synthetic_generated_by_chatgpt
R0411,SITP_URBAN ColinaCampestre — Tunal,sitp_urban,Operador B,ColinaCampestre,Tunal,6,ColinaCampestre;Chapinero;Acueducto;Alquería;PlazaBolívar;Tunal,5.31,24,5,13.28,12,04:32:00,23:58:00,97,LINESTRING(...),synthetic_generated_by_chatgpt
R0412,SITP_URBAN Soacha — PlazaBolívar,sitp_urban,Transmilenio S.A.,Soacha,PlazaBolívar,8,Soacha;ColinaCampestre;Alquería;CiudadBolívar;LasAguas;Usaquén;Engativá;PlazaBolívar,7.95,25,6,19.09,10,05:02:00,23:12:00,109,LINESTRING(...),synthetic_generated_by_chatgpt
R0413,SITP_URBAN Suba — Restrepo,sitp_urban,Operador A,Suba,Restrepo,17,Suba;GranEstación;ZonaFranc;PlazaBolívar;Avenida39;LasAguas;ColinaCampestre;La Castellana;NQS;Tunal;Cedritos;Usaquén;El Tintal;Galerías;Bosa;Fontibón;Restrepo,17.19,61,11,16.9,10,04:43:00,21:51:00,102,LINESTRING(...),synthetic_generated_by_chatgpt
R0414,TRANSMILENIO_TRONCAL Restrepo — Galerías,transmilenio_troncal,Transmilenio S.A.,Restrepo,Galerías,20,Restrepo;Soacha;Chapinero;Av.Calle26;Kennedy;Modelo;Bosa;Teusaquillo;SanAndresito;Parque93;Centro;El Tintal;Monserrate;ColinaCampestre;Engativá;San Victorino;Usaquén;CiudadBolívar;Suba;Galerías,15.52,60,17,15.52,15,05:48:00,20:14:00,57,LINESTRING(...),synthetic_generated_by_chatgpt
R0415,ALIMENTADOR Engativá — SanAndresito,alimentador,Consorcio Zonal,Engativá,SanAndresito,17,Engativá;Av.Calle26;Usaquén;Restrepo;Chía;Avenida39;Galerías;Acueducto;PortalNorte;PlazaBolívar;Tunal;Parque93;Modelo;Centro;Fontibón;GranEstación;SanAndresito,17.97,48,6,22.46,12,06:02:00,23:55:00,89,LINESTRING(...),synthetic_generated_by_chatgpt
R0416,SITP_URBAN La Castellana — ColinaCampestre,sitp_urban,Transmilenio S.A.,La Castellana,ColinaCampestre,10,La Castellana;Salitre;Teusaquillo;Monserrate;Venecia;Avenida19;Acueducto;Fontibón;Cedritos;ColinaCampestre,11.42,33,6,20.76,30,06:42:00,23:35:00,33,LINESTRING(...),synthetic_generated_by_chatgpt
R0417,CABLE Marly — Venecia,cable,Consorcio Zonal,Marly,Venecia,6,Marly;Soacha;San Victorino;Kennedy;GranEstación;Venecia,5.94,27,3,13.21,20,05:33:00,23:54:00,55,LINESTRING(...),synthetic_generated_by_chatgpt
R0418,SITP_URBAN San Victorino — Usme,sitp_urban,Empresa SITP,San Victorino,Usme,6,San Victorino;NQS;Portal Sur;La Candelaria;Bosa;Usme,4.64,19,5,14.64,7,06:51:00,20:21:00,115,LINESTRING(...),synthetic_generated_by_chatgpt
R0419,SITP_URBAN Soacha — NQS,sitp_urban,Operador B,Soacha,NQS,13,Soacha;Chapinero;Av.Calle26;El Tintal;GranEstación;Quirigua;La Castellana;PortalNorte;SanAndresito;Acueducto;Centro;Marsella;NQS,10.91,37,8,17.69,5,06:19:00,20:17:00,167,LINESTRING(...),synthetic_generated_by_chatgpt
R0420,CABLE PlazaBolívar — Marly,cable,Consorcio Zonal,PlazaBolívar,Marly,19,PlazaBolívar;Monserrate;Avenida19;La Candelaria;PortalNorte;Soacha;ZonaFranc;Portal Sur;Venecia;Fontibón;SimónBolívar;Parque93;Tunal;Alquería;Chapinero;Centro;SanAndresito;Engativá;Marly,13.34,59,16,13.57,30,06:24:00,23:29:00,34,LINESTRING(...),synthetic_generated_by_chatgpt
R0421,CABLE Bosa — LasAguas,cable,Transmilenio S.A.,Bosa,LasAguas,20,Bosa;Suba;Tunal;Galerías;Engativá;La Candelaria;Usaquén;Museo;Kennedy;La Castellana;CiudadBolívar;ColinaCampestre;SanAndresito;Portal Sur;PlazaBolívar;Usme;El Tintal;GranEstación;Acueducto;LasAguas,15.41,70,16,13.21,10,06:11:00,23:41:00,105,LINESTRING(...),synthetic_generated_by_chatgpt
R0422,SITP_URBAN La Castellana — Restrepo,sitp_urban,Empresa SITP,La Castellana,Restrepo,6,La Castellana;Chapinero;Monserrate;San Victorino;SanAndresito;Restrepo,7.2,30,5,14.39,15,05:10:00,21:21:00,64,LINESTRING(...),synthetic_generated_by_chatgpt
R0423,ALIMENTADOR Avenida39 — Fontibón,alimentador,Operador B,Avenida39,Fontibón,17,Avenida39;Cedritos;La Castellana;San Victorino;Quirigua;Monserrate;Venecia;Museo;El Tintal;PortalNorte;PlazaBolívar;ZonaFranc;Calle80;Parque93;Chía;Av.Calle26;Fontibón,19.8,76,8,15.63,12,04:20:00,20:35:00,81,LINESTRING(...),synthetic_generated_by_chatgpt
R0424,ALIMENTADOR Engativá — Av.Calle26,alimentador,Operador A,Engativá,Av.Calle26,6,Engativá;Tunal;Usaquén;Calle80;Avenida19;Av.Calle26,6.24,16,4,23.41,12,06:00:00,20:08:00,70,LINESTRING(...),synthetic_generated_by_chatgpt
R0425,TRANSMILENIO_TRONCAL Usaquén — NQS,transmilenio_troncal,Consorcio Zonal,Usaquén,NQS,13,Usaquén;Avenida39;Tunal;Avenida19;Alquería;Engativá;Salitre;Chía;Kennedy;El Tintal;Centro;Venecia;NQS,9.82,31,9,19.01,10,04:44:00,23:44:00,114,LINESTRING(...),synthetic_generated_by_chatgpt
R0426,CABLE La Candelaria — ZonaFranc,cable,Consorcio Zonal,La Candelaria,ZonaFranc,6,La Candelaria;Usme;Marsella;LasAguas;Quirigua;ZonaFranc,6.71,22,1,18.3,30,04:50:00,23:03:00,36,LINESTRING(...),synthetic_generated_by_chatgpt
R0427,TRANSMILENIO_TRONCAL Marly — PlazaBolívar,transmilenio_troncal,Empresa SITP,Marly,PlazaBolívar,16,Marly;NQS;Engativá;Monserrate;ColinaCampestre;LasAguas;La Castellana;GranEstación;Marsella;Salitre;ZonaFranc;SimónBolívar;Teusaquillo;La Candelaria;Av.Calle26;PlazaBolívar,14.29,61,7,14.06,7,04:42:00,20:16:00,133,LINESTRING(...),synthetic_generated_by_chatgpt
R0428,SITP_COMPLEMENTARIA Cedritos — Acueducto,sitp_complementaria,Empresa SITP,Cedritos,Acueducto,11,Cedritos;Chapinero;Engativá;Marly;ColinaCampestre;Galerías;La Castellana;La Candelaria;Tunal;Teusaquillo;Acueducto,11.69,42,4,16.7,15,05:24:00,20:24:00,60,LINESTRING(...),synthetic_generated_by_chatgpt
R0429,SITP_COMPLEMENTARIA GranEstación — Centro,sitp_complementaria,Empresa SITP,GranEstación,Centro,10,GranEstación;Salitre;ZonaFranc;Acueducto;Kennedy;LasAguas;Chía;Marsella;Chapinero;Centro,8.89,29,5,18.4,10,06:21:00,23:43:00,104,LINESTRING(...),synthetic_generated_by_chatgpt
R0430,SITP_URBAN La Castellana — CiudadBolívar,sitp_urban,Transmilenio S.A.,La Castellana,CiudadBolívar,8,La Castellana;Venecia;El Tintal;Engativá;Teusaquillo;Quirigua;Chía;CiudadBolívar,7.4,31,7,14.33,7,05:51:00,22:31:00,142,LINESTRING(...),synthetic_generated_by_chatgpt
R0431,TRANSMILENIO_TRONCAL Salitre — Suba,transmilenio_troncal,Transmilenio S.A.,Salitre,Suba,18,Salitre;Restrepo;Avenida19;Galerías;Engativá;Venecia;Usme;SimónBolívar;GranEstación;El Tintal;PlazaBolívar;Usaquén;NQS;Quirigua;Av.Calle26;CiudadBolívar;Portal Sur;Suba,19.58,68,8,17.28,12,06:45:00,23:31:00,83,LINESTRING(...),synthetic_generated_by_chatgpt
R0432,TRANSMILENIO_TRONCAL Chapinero — Avenida39,transmilenio_troncal,Operador B,Chapinero,Avenida39,13,Chapinero;Suba;Teusaquillo;Museo;Kennedy;GranEstación;Fontibón;Portal Sur;Parque93;Quirigua;Usme;Av.Calle26;Avenida39,11.05,37,5,17.92,15,05:12:00,23:25:00,72,LINESTRING(...),synthetic_generated_by_chatgpt
R0433,TRANSMILENIO_TRONCAL Galerías — Salitre,transmilenio_troncal,Operador A,Galerías,Salitre,11,Galerías;ColinaCampestre;PlazaBolívar;Chapinero;Museo;Marsella;Cedritos;Tunal;Venecia;PortalNorte;Salitre,8.99,37,6,14.57,5,06:09:00,20:56:00,177,LINESTRING(...),synthetic_generated_by_chatgpt
R0434,CABLE Acueducto — PortalNorte,cable,Transmilenio S.A.,Acueducto,PortalNorte,6,Acueducto;Fontibón;San Victorino;CiudadBolívar;ColinaCampestre;PortalNorte,4.41,22,4,12.03,20,06:32:00,22:52:00,49,LINESTRING(...),synthetic_generated_by_chatgpt
R0435,ALIMENTADOR Avenida19 — Monserrate,alimentador,Empresa SITP,Avenida19,Monserrate,19,Avenida19;Alquería;Quirigua;Acueducto;Bosa;Parque93;ZonaFranc;Engativá;El Tintal;SimónBolívar;PortalNorte;Fontibón;Calle80;Modelo;Cedritos;Marly;Av.Calle26;Centro;Monserrate,16.05,55,11,17.51,15,04:35:00,20:19:00,62,LINESTRING(...),synthetic_generated_by_chatgpt
R0436,SITP_COMPLEMENTARIA Engativá — Cedritos,sitp_complementaria,Empresa SITP,Engativá,Cedritos,11,Engativá;Galerías;Usme;NQS;Usaquén;Avenida19;Monserrate;San Victorino;ColinaCampestre;Marsella;Cedritos,9.18,33,5,16.69,20,05:30:00,20:28:00,44,LINESTRING(...),synthetic_generated_by_chatgpt
R0437,SITP_COMPLEMENTARIA Marly — La Castellana,sitp_complementaria,Operador A,Marly,La Castellana,18,Marly;LasAguas;Alquería;Salitre;Portal Sur;Acueducto;Usme;Bosa;Soacha;Avenida19;Chapinero;Museo;Cedritos;Fontibón;Restrepo;PortalNorte;NQS;La Castellana,13.19,53,12,14.93,15,06:05:00,20:51:00,59,LINESTRING(...),synthetic_generated_by_chatgpt
R0438,ALIMENTADOR Restrepo — Soacha,alimentador,Consorcio Zonal,Restrepo,Soacha,10,Restrepo;Teusaquillo;Centro;Museo;Alquería;Usaquén;Chapinero;El Tintal;Usme;Soacha,7.56,25,3,18.13,12,04:10:00,20:11:00,80,LINESTRING(...),synthetic_generated_by_chatgpt
R0439,CABLE PortalNorte — Engativá,cable,Transmilenio S.A.,PortalNorte,Engativá,20,PortalNorte;Modelo;SimónBolívar;GranEstación;LasAguas;Alquería;Teusaquillo;Salitre;El Tintal;Parque93;Chapinero;ZonaFranc;Chía;La Candelaria;Quirigua;Usme;Portal Sur;Calle80;Bosa;Engativá,21.86,82,16,16.0,12,06:08:00,20:09:00,70,LINESTRING(...),synthetic_generated_by_chatgpt
R0440,ALIMENTADOR Cedritos — La Castellana,alimentador,Empresa SITP,Cedritos,La Castellana,10,Cedritos;NQS;Av.Calle26;Quirigua;PortalNorte;LasAguas;PlazaBolívar;Bosa;Suba;La Castellana,7.4,32,5,13.87,10,05:34:00,21:13:00,93,LINESTRING(...),synthetic_generated_by_chatgpt
R0441,TRANSMILENIO_TRONCAL Monserrate — SimónBolívar,transmilenio_troncal,Consorcio Zonal,Monserrate,SimónBolívar,20,Monserrate;Bosa;San Victorino;Teusaquillo;Avenida39;Restrepo;Portal Sur;Salitre;PlazaBolívar;Engativá;Usaquén;SanAndresito;Parque93;ZonaFranc;Soacha;Quirigua;Acueducto;CiudadBolívar;Tunal;SimónBolívar,15.32,58,17,15.85,7,04:33:00,23:10:00,159,LINESTRING(...),synthetic_generated_by_chatgpt
R0442,SITP_URBAN Galerías — Portal Sur,sitp_urban,Operador B,Galerías,Portal Sur,20,Galerías;Quirigua;SanAndresito;Fontibón;Soacha;Marly;GranEstación;Parque93;LasAguas;Acueducto;San Victorino;PortalNorte;La Castellana;Engativá;Usme;Alquería;PlazaBolívar;Cedritos;Marsella;Portal Sur,21.59,71,13,18.25,12,04:50:00,20:00:00,75,LINESTRING(...),synthetic_generated_by_chatgpt
R0443,SITP_COMPLEMENTARIA Modelo — SanAndresito,sitp_complementaria,Operador B,Modelo,SanAndresito,17,Modelo;Alquería;Chapinero;El Tintal;LasAguas;Usaquén;Soacha;Av.Calle26;Fontibón;Parque93;Centro;Monserrate;Acueducto;Cedritos;Suba;La Candelaria;SanAndresito,12.88,55,16,14.05,20,05:36:00,23:37:00,54,LINESTRING(...),synthetic_generated_by_chatgpt
R0444,ALIMENTADOR San Victorino — Calle80,alimentador,Empresa SITP,San Victorino,Calle80,8,San Victorino;Portal Sur;Teusaquillo;Monserrate;Alquería;Salitre;Av.Calle26;Calle80,6.14,18,2,20.47,12,05:33:00,20:51:00,76,LINESTRING(...),synthetic_generated_by_chatgpt
R0445,CABLE Avenida39 — Alquería,cable,Operador B,Avenida39,Alquería,15,Avenida39;Parque93;Galerías;Chía;Bosa;Suba;Marsella;Venecia;Salitre;Avenida19;Restrepo;CiudadBolívar;PlazaBolívar;Kennedy;Alquería,17.46,57,9,18.38,12,05:57:00,23:15:00,86,LINESTRING(...),synthetic_generated_by_chatgpt
R0446,CABLE LasAguas — La Castellana,cable,Transmilenio S.A.,LasAguas,La Castellana,8,LasAguas;Avenida19;Soacha;Suba;Bosa;Alquería;El Tintal;La Castellana,9.49,39,5,14.6,10,06:34:00,22:56:00,98,LINESTRING(...),synthetic_generated_by_chatgpt
R0447,SITP_COMPLEMENTARIA Centro — La Candelaria,sitp_complementaria,Operador A,Centro,La Candelaria,12,Centro;LasAguas;SimónBolívar;Chapinero;ColinaCampestre;Marly;El Tintal;Tunal;Avenida39;Av.Calle26;Marsella;La Candelaria,12.45,43,9,17.38,15,05:17:00,20:01:00,58,LINESTRING(...),synthetic_generated_by_chatgpt
R0448,ALIMENTADOR Engativá — Centro,alimentador,Operador B,Engativá,Centro,9,Engativá;ColinaCampestre;Salitre;Marsella;Quirigua;CiudadBolívar;Kennedy;Suba;Centro,8.65,35,7,14.82,12,04:55:00,21:32:00,83,LINESTRING(...),synthetic_generated_by_chatgpt
R0449,SITP_COMPLEMENTARIA Quirigua — Modelo,sitp_complementaria,Empresa SITP,Quirigua,Modelo,13,Quirigua;ZonaFranc;Soacha;Museo;La Castellana;LasAguas;Portal Sur;Salitre;Marsella;Centro;SanAndresito;SimónBolívar;Modelo,15.51,56,9,16.61,7,06:54:00,20:13:00,114,LINESTRING(...),synthetic_generated_by_chatgpt
R0450,SITP_URBAN Alquería — GranEstación,sitp_urban,Operador A,Alquería,GranEstación,9,Alquería;PlazaBolívar;Usme;Usaquén;Marly;Teusaquillo;Av.Calle26;Engativá;GranEstación,10.5,38,8,16.58,7,06:33:00,23:49:00,148,LINESTRING(...),synthetic_generated_by_chatgpt
R0451,ALIMENTADOR SimónBolívar — Alquería,alimentador,Operador B,SimónBolívar,Alquería,20,SimónBolívar;Centro;Acueducto;Fontibón;PlazaBolívar;El Tintal;Kennedy;Museo;Soacha;Av.Calle26;Suba;Salitre;Chía;Galerías;Chapinero;Cedritos;La Castellana;Restrepo;Bosa;Alquería,18.97,60,8,18.97,7,05:03:00,23:38:00,159,LINESTRING(...),synthetic_generated_by_chatgpt
R0452,SITP_COMPLEMENTARIA Venecia — Alquería,sitp_complementaria,Empresa SITP,Venecia,Alquería,16,Venecia;La Candelaria;Portal Sur;Parque93;Cedritos;Restrepo;Avenida39;Suba;Usme;Quirigua;GranEstación;Teusaquillo;Bosa;PortalNorte;Museo;Alquería,17.19,65,6,15.87,15,06:44:00,20:08:00,53,LINESTRING(...),synthetic_generated_by_chatgpt
R0453,SITP_URBAN Modelo — Kennedy,sitp_urban,Operador A,Modelo,Kennedy,12,Modelo;Acueducto;ColinaCampestre;Av.Calle26;Quirigua;Salitre;ZonaFranc;SanAndresito;Centro;Teusaquillo;NQS;Kennedy,8.83,40,9,13.24,30,04:27:00,20:02:00,31,LINESTRING(...),synthetic_generated_by_chatgpt
R0454,SITP_URBAN NQS — Parque93,sitp_urban,Consorcio Zonal,NQS,Parque93,5,NQS;Centro;ColinaCampestre;PortalNorte;Parque93,4.45,28,4,9.53,30,04:36:00,21:02:00,32,LINESTRING(...),synthetic_generated_by_chatgpt
